[INFO 2017-08-17 07:14:44,140 demo.py:184] Namespace(batch_size=64, bg_move=False, bg_noise=0.5, bidirection=False, data='nyuv2', diff_div_thresh=1.25, display=False, fg_noise=0.1, fixed_data=False, image_channel=3, image_size=64, init_model_path='', learning_rate=0.001, max_diff_thresh=0.1, method='unsupervised', min_diff_thresh=0.01, motion_range=2, motion_type='affine', num_frame=3, num_objects=1, save_dir='./', save_display=False, save_display_dir='./', seed=111, test=False, test_epoch=20, test_gt=False, test_interval=200, train=True, train_epoch=2000)
[INFO 2017-08-17 07:14:46,954 demo.py:72] epoch 0, train loss: 58930.06, average train loss: 58930.06, base loss: 18538.06
[INFO 2017-08-17 07:14:47,860 demo.py:72] epoch 1, train loss: 50331.12, average train loss: 54630.59, base loss: 18801.44
[INFO 2017-08-17 07:14:48,744 demo.py:72] epoch 2, train loss: 44437.70, average train loss: 51232.96, base loss: 18728.31
[INFO 2017-08-17 07:14:49,660 demo.py:72] epoch 3, train loss: 38674.59, average train loss: 48093.37, base loss: 18544.47
[INFO 2017-08-17 07:14:50,566 demo.py:72] epoch 4, train loss: 39216.98, average train loss: 46318.09, base loss: 19042.16
[INFO 2017-08-17 07:14:51,449 demo.py:72] epoch 5, train loss: 33963.34, average train loss: 44258.96, base loss: 19180.51
[INFO 2017-08-17 07:14:52,360 demo.py:72] epoch 6, train loss: 32489.36, average train loss: 42577.59, base loss: 19135.95
[INFO 2017-08-17 07:14:53,249 demo.py:72] epoch 7, train loss: 32229.00, average train loss: 41284.02, base loss: 19459.64
[INFO 2017-08-17 07:14:54,160 demo.py:72] epoch 8, train loss: 30548.35, average train loss: 40091.17, base loss: 19589.09
[INFO 2017-08-17 07:14:55,117 demo.py:72] epoch 9, train loss: 26737.89, average train loss: 38755.84, base loss: 19497.09
[INFO 2017-08-17 07:14:56,079 demo.py:72] epoch 10, train loss: 25256.48, average train loss: 37528.62, base loss: 19294.68
[INFO 2017-08-17 07:14:57,068 demo.py:72] epoch 11, train loss: 26501.09, average train loss: 36609.66, base loss: 19380.90
[INFO 2017-08-17 07:14:58,047 demo.py:72] epoch 12, train loss: 25050.27, average train loss: 35720.48, base loss: 19398.17
[INFO 2017-08-17 07:14:59,068 demo.py:72] epoch 13, train loss: 24497.83, average train loss: 34918.86, base loss: 19435.79
[INFO 2017-08-17 07:15:00,068 demo.py:72] epoch 14, train loss: 22627.80, average train loss: 34099.46, base loss: 19419.25
[INFO 2017-08-17 07:15:01,089 demo.py:72] epoch 15, train loss: 23010.40, average train loss: 33406.39, base loss: 19417.72
[INFO 2017-08-17 07:15:02,079 demo.py:72] epoch 16, train loss: 22149.50, average train loss: 32744.22, base loss: 19423.27
[INFO 2017-08-17 07:15:03,078 demo.py:72] epoch 17, train loss: 19693.04, average train loss: 32019.16, base loss: 19290.94
[INFO 2017-08-17 07:15:04,078 demo.py:72] epoch 18, train loss: 22132.77, average train loss: 31498.82, base loss: 19380.78
[INFO 2017-08-17 07:15:05,080 demo.py:72] epoch 19, train loss: 20590.36, average train loss: 30953.40, base loss: 19341.56
[INFO 2017-08-17 07:15:06,114 demo.py:72] epoch 20, train loss: 19470.91, average train loss: 30406.61, base loss: 19315.37
[INFO 2017-08-17 07:15:07,122 demo.py:72] epoch 21, train loss: 19261.16, average train loss: 29900.00, base loss: 19311.30
[INFO 2017-08-17 07:15:08,091 demo.py:72] epoch 22, train loss: 19712.34, average train loss: 29457.06, base loss: 19343.20
[INFO 2017-08-17 07:15:09,103 demo.py:72] epoch 23, train loss: 18319.40, average train loss: 28992.99, base loss: 19310.23
[INFO 2017-08-17 07:15:10,091 demo.py:72] epoch 24, train loss: 19389.74, average train loss: 28608.86, base loss: 19356.25
[INFO 2017-08-17 07:15:11,106 demo.py:72] epoch 25, train loss: 18076.19, average train loss: 28203.76, base loss: 19360.45
[INFO 2017-08-17 07:15:12,147 demo.py:72] epoch 26, train loss: 17491.15, average train loss: 27806.99, base loss: 19343.59
[INFO 2017-08-17 07:15:13,174 demo.py:72] epoch 27, train loss: 17569.73, average train loss: 27441.38, base loss: 19307.33
[INFO 2017-08-17 07:15:14,198 demo.py:72] epoch 28, train loss: 18371.78, average train loss: 27128.63, base loss: 19375.75
[INFO 2017-08-17 07:15:15,194 demo.py:72] epoch 29, train loss: 16322.60, average train loss: 26768.43, base loss: 19316.93
[INFO 2017-08-17 07:15:16,194 demo.py:72] epoch 30, train loss: 17120.92, average train loss: 26457.22, base loss: 19324.86
[INFO 2017-08-17 07:15:17,198 demo.py:72] epoch 31, train loss: 17286.13, average train loss: 26170.62, base loss: 19354.24
[INFO 2017-08-17 07:15:18,192 demo.py:72] epoch 32, train loss: 16604.79, average train loss: 25880.75, base loss: 19376.30
[INFO 2017-08-17 07:15:19,212 demo.py:72] epoch 33, train loss: 16101.76, average train loss: 25593.13, base loss: 19359.46
[INFO 2017-08-17 07:15:20,213 demo.py:72] epoch 34, train loss: 15386.25, average train loss: 25301.51, base loss: 19334.80
[INFO 2017-08-17 07:15:21,252 demo.py:72] epoch 35, train loss: 16212.18, average train loss: 25049.03, base loss: 19322.25
[INFO 2017-08-17 07:15:22,259 demo.py:72] epoch 36, train loss: 16079.13, average train loss: 24806.60, base loss: 19332.93
[INFO 2017-08-17 07:15:23,294 demo.py:72] epoch 37, train loss: 15975.21, average train loss: 24574.19, base loss: 19324.77
[INFO 2017-08-17 07:15:24,304 demo.py:72] epoch 38, train loss: 16041.05, average train loss: 24355.39, base loss: 19336.93
[INFO 2017-08-17 07:15:25,302 demo.py:72] epoch 39, train loss: 15185.36, average train loss: 24126.14, base loss: 19335.01
[INFO 2017-08-17 07:15:26,342 demo.py:72] epoch 40, train loss: 15336.83, average train loss: 23911.77, base loss: 19332.57
[INFO 2017-08-17 07:15:27,355 demo.py:72] epoch 41, train loss: 15872.06, average train loss: 23720.35, base loss: 19364.95
[INFO 2017-08-17 07:15:28,380 demo.py:72] epoch 42, train loss: 15836.03, average train loss: 23536.99, base loss: 19370.10
[INFO 2017-08-17 07:15:29,424 demo.py:72] epoch 43, train loss: 13756.06, average train loss: 23314.70, base loss: 19327.92
[INFO 2017-08-17 07:15:30,437 demo.py:72] epoch 44, train loss: 14710.01, average train loss: 23123.48, base loss: 19330.47
[INFO 2017-08-17 07:15:31,517 demo.py:72] epoch 45, train loss: 14551.42, average train loss: 22937.13, base loss: 19296.54
[INFO 2017-08-17 07:15:32,533 demo.py:72] epoch 46, train loss: 14217.58, average train loss: 22751.61, base loss: 19280.90
[INFO 2017-08-17 07:15:33,503 demo.py:72] epoch 47, train loss: 15254.72, average train loss: 22595.43, base loss: 19286.41
[INFO 2017-08-17 07:15:34,512 demo.py:72] epoch 48, train loss: 15574.79, average train loss: 22452.15, base loss: 19327.63
[INFO 2017-08-17 07:15:35,510 demo.py:72] epoch 49, train loss: 14495.14, average train loss: 22293.01, base loss: 19328.37
[INFO 2017-08-17 07:15:36,526 demo.py:72] epoch 50, train loss: 14898.18, average train loss: 22148.01, base loss: 19347.27
[INFO 2017-08-17 07:15:37,517 demo.py:72] epoch 51, train loss: 14214.07, average train loss: 21995.43, base loss: 19344.63
[INFO 2017-08-17 07:15:38,495 demo.py:72] epoch 52, train loss: 14402.57, average train loss: 21852.17, base loss: 19348.84
[INFO 2017-08-17 07:15:39,515 demo.py:72] epoch 53, train loss: 13806.51, average train loss: 21703.18, base loss: 19340.20
[INFO 2017-08-17 07:15:40,516 demo.py:72] epoch 54, train loss: 14504.65, average train loss: 21572.30, base loss: 19339.99
[INFO 2017-08-17 07:15:41,534 demo.py:72] epoch 55, train loss: 14595.89, average train loss: 21447.72, base loss: 19362.07
[INFO 2017-08-17 07:15:42,508 demo.py:72] epoch 56, train loss: 13763.62, average train loss: 21312.91, base loss: 19327.98
[INFO 2017-08-17 07:15:43,517 demo.py:72] epoch 57, train loss: 13449.32, average train loss: 21177.33, base loss: 19310.20
[INFO 2017-08-17 07:15:44,508 demo.py:72] epoch 58, train loss: 14160.92, average train loss: 21058.41, base loss: 19316.74
[INFO 2017-08-17 07:15:45,498 demo.py:72] epoch 59, train loss: 14128.61, average train loss: 20942.91, base loss: 19322.37
[INFO 2017-08-17 07:15:46,517 demo.py:72] epoch 60, train loss: 14082.00, average train loss: 20830.44, base loss: 19320.13
[INFO 2017-08-17 07:15:47,548 demo.py:72] epoch 61, train loss: 12845.70, average train loss: 20701.65, base loss: 19292.30
[INFO 2017-08-17 07:15:48,547 demo.py:72] epoch 62, train loss: 13732.80, average train loss: 20591.04, base loss: 19292.17
[INFO 2017-08-17 07:15:49,555 demo.py:72] epoch 63, train loss: 13534.48, average train loss: 20480.78, base loss: 19287.29
[INFO 2017-08-17 07:15:50,580 demo.py:72] epoch 64, train loss: 12961.12, average train loss: 20365.09, base loss: 19279.55
[INFO 2017-08-17 07:15:51,588 demo.py:72] epoch 65, train loss: 13753.72, average train loss: 20264.92, base loss: 19283.64
[INFO 2017-08-17 07:15:52,578 demo.py:72] epoch 66, train loss: 13314.38, average train loss: 20161.18, base loss: 19289.41
[INFO 2017-08-17 07:15:53,554 demo.py:72] epoch 67, train loss: 13995.60, average train loss: 20070.51, base loss: 19318.64
[INFO 2017-08-17 07:15:54,529 demo.py:72] epoch 68, train loss: 13902.19, average train loss: 19981.11, base loss: 19326.33
[INFO 2017-08-17 07:15:55,561 demo.py:72] epoch 69, train loss: 14426.83, average train loss: 19901.76, base loss: 19356.60
[INFO 2017-08-17 07:15:56,586 demo.py:72] epoch 70, train loss: 13963.52, average train loss: 19818.13, base loss: 19386.57
[INFO 2017-08-17 07:15:57,665 demo.py:72] epoch 71, train loss: 13863.58, average train loss: 19735.43, base loss: 19414.24
[INFO 2017-08-17 07:15:58,733 demo.py:72] epoch 72, train loss: 13191.98, average train loss: 19645.79, base loss: 19406.17
[INFO 2017-08-17 07:15:59,753 demo.py:72] epoch 73, train loss: 12924.03, average train loss: 19554.95, base loss: 19393.47
[INFO 2017-08-17 07:16:00,766 demo.py:72] epoch 74, train loss: 14700.40, average train loss: 19490.23, base loss: 19414.22
[INFO 2017-08-17 07:16:01,765 demo.py:72] epoch 75, train loss: 13304.12, average train loss: 19408.83, base loss: 19402.65
[INFO 2017-08-17 07:16:02,777 demo.py:72] epoch 76, train loss: 14583.61, average train loss: 19346.17, base loss: 19430.56
[INFO 2017-08-17 07:16:03,796 demo.py:72] epoch 77, train loss: 13708.00, average train loss: 19273.88, base loss: 19442.33
[INFO 2017-08-17 07:16:04,813 demo.py:72] epoch 78, train loss: 13623.02, average train loss: 19202.35, base loss: 19444.02
[INFO 2017-08-17 07:16:05,811 demo.py:72] epoch 79, train loss: 13794.73, average train loss: 19134.76, base loss: 19448.06
[INFO 2017-08-17 07:16:06,825 demo.py:72] epoch 80, train loss: 13095.09, average train loss: 19060.19, base loss: 19448.27
[INFO 2017-08-17 07:16:07,803 demo.py:72] epoch 81, train loss: 14472.74, average train loss: 19004.25, base loss: 19463.39
[INFO 2017-08-17 07:16:08,835 demo.py:72] epoch 82, train loss: 13311.29, average train loss: 18935.66, base loss: 19461.96
[INFO 2017-08-17 07:16:09,851 demo.py:72] epoch 83, train loss: 12691.41, average train loss: 18861.32, base loss: 19448.82
[INFO 2017-08-17 07:16:10,850 demo.py:72] epoch 84, train loss: 13052.70, average train loss: 18792.99, base loss: 19437.33
[INFO 2017-08-17 07:16:11,840 demo.py:72] epoch 85, train loss: 13634.33, average train loss: 18733.00, base loss: 19425.63
[INFO 2017-08-17 07:16:12,851 demo.py:72] epoch 86, train loss: 12930.68, average train loss: 18666.31, base loss: 19411.04
[INFO 2017-08-17 07:16:13,875 demo.py:72] epoch 87, train loss: 13354.78, average train loss: 18605.95, base loss: 19417.04
[INFO 2017-08-17 07:16:14,878 demo.py:72] epoch 88, train loss: 14242.92, average train loss: 18556.93, base loss: 19442.46
[INFO 2017-08-17 07:16:15,919 demo.py:72] epoch 89, train loss: 13793.43, average train loss: 18504.00, base loss: 19438.40
[INFO 2017-08-17 07:16:16,897 demo.py:72] epoch 90, train loss: 14083.67, average train loss: 18455.42, base loss: 19441.26
[INFO 2017-08-17 07:16:17,899 demo.py:72] epoch 91, train loss: 13599.90, average train loss: 18402.65, base loss: 19443.28
[INFO 2017-08-17 07:16:18,904 demo.py:72] epoch 92, train loss: 13228.68, average train loss: 18347.01, base loss: 19446.35
[INFO 2017-08-17 07:16:19,885 demo.py:72] epoch 93, train loss: 12741.59, average train loss: 18287.38, base loss: 19434.30
[INFO 2017-08-17 07:16:20,906 demo.py:72] epoch 94, train loss: 12920.81, average train loss: 18230.89, base loss: 19423.93
[INFO 2017-08-17 07:16:21,887 demo.py:72] epoch 95, train loss: 14079.18, average train loss: 18187.64, base loss: 19445.35
[INFO 2017-08-17 07:16:22,921 demo.py:72] epoch 96, train loss: 13305.77, average train loss: 18137.31, base loss: 19435.93
[INFO 2017-08-17 07:16:23,906 demo.py:72] epoch 97, train loss: 12833.25, average train loss: 18083.19, base loss: 19433.45
[INFO 2017-08-17 07:16:24,901 demo.py:72] epoch 98, train loss: 12590.91, average train loss: 18027.71, base loss: 19424.55
[INFO 2017-08-17 07:16:25,875 demo.py:72] epoch 99, train loss: 13345.10, average train loss: 17980.89, base loss: 19424.60
[INFO 2017-08-17 07:16:26,877 demo.py:72] epoch 100, train loss: 13017.26, average train loss: 17521.76, base loss: 19431.22
[INFO 2017-08-17 07:16:27,878 demo.py:72] epoch 101, train loss: 13156.35, average train loss: 17150.01, base loss: 19431.04
[INFO 2017-08-17 07:16:28,867 demo.py:72] epoch 102, train loss: 12953.73, average train loss: 16835.17, base loss: 19439.90
